时间,沪深300,中证500,万得全A,中债-综合财富(总值)指数,中债-总财富(总值)指数
2010-7-9,2647.104,3807.604,2302.0532,135.7904,133.9781
2010-7-12,2676.218,3849.52,2324.6489,135.865,134.0714
2010-7-13,2634.593,3788.751,2289.8896,136.0086,134.2652
2010-7-14,2653.609,3824.046,2306.3728,136.0668,134.312
2010-7-15,2608.519,3735.395,2261.5134,136.0901,134.3258
2010-7-16,2616.128,3757.432,2265.5232,136.1448,134.3778
2010-7-19,2682.472,3842.313,2316.978,136.2017,134.4464
2010-7-20,2741.503,3951.358,2370.1404,136.1974,134.3983
2010-7-21,2747.335,3959.427,2376.3601,136.1952,134.3946
2010-7-22,2781.286,4017.864,2405.2024,136.1949,134.38
2010-7-23,2793.076,4015.467,2414.2734,136.1698,134.3262
2010-7-26,2811.055,4071.094,2433.4854,136.135,134.2575
2010-7-27,2795.724,4068.864,2423.9746,136.1191,134.2348
2010-7-28,2863.724,4162.321,2478.6392,136.1114,134.2086
2010-7-29,2877.976,4194.04,2491.3989,136.1402,134.233
2010-7-30,2868.846,4191.13,2485.0549,136.1213,134.1945
2010-8-2,2917.275,4267.895,2525.6675,136.1449,134.2106
2010-8-3,2865.971,4193.641,2482.7773,136.1364,134.1848
2010-8-4,2876.434,4248.014,2495.1399,136.1802,134.258
2010-8-5,2850.829,4267.955,2483.5369,136.2098,134.2902
2010-8-6,2897.659,4356.012,2522.8025,136.2544,134.367
2010-8-9,2918.241,4413.568,2539.395,136.2927,134.3998
2010-8-10,2832.638,4246.46,2463.0813,136.311,134.4183
2010-8-11,2850.211,4297.904,2480.165,136.3535,134.4845
2010-8-12,2816.386,4241.592,2450.4412,136.4709,134.6574
2010-8-13,2855.547,4323.052,2485.1851,136.5059,134.6721
2010-8-16,2922.083,4423.315,2539.3618,136.5347,134.6736
2010-8-17,2942.291,4457.759,2553.5396,136.5454,134.6845
2010-8-18,2937.362,4457.127,2550.1333,136.5617,134.7
2010-8-19,2955.395,4461.488,2564.5752,136.5906,134.7083
2010-8-20,2898.333,4366.604,2518.7383,136.609,134.7142
2010-8-23,2896.192,4404.718,2521.7617,136.6448,134.7483
2010-8-24,2911.827,4456.497,2537.6367,136.6792,134.7906
2010-8-25,2843.023,4368.304,2484.8027,136.6956,134.8091
2010-8-26,2850.093,4399.284,2493.9685,136.6665,134.7738
2010-8-27,2858.566,4431.444,2502.9478,136.6687,134.7688
2010-8-30,2915.01,4553.023,2552.074,136.716,134.8244
2010-8-31,2903.188,4589.289,2548.1951,136.7101,134.8295
2010-9-1,2884.042,4530.229,2528.9971,136.7151,134.8312
2010-9-2,2921.393,4625.395,2567.248,136.7298,134.8329
2010-9-3,2920.205,4662.96,2573.0613,136.7242,134.8297
2010-9-6,2975.09,4651.963,2601.4846,136.7404,134.8278
2010-9-7,2983.108,4679.942,2609.8606,136.6813,134.7367
2010-9-8,2980.967,4720.375,2612.4822,136.687,134.7519
2010-9-9,2926.46,4658.009,2572.9863,136.6597,134.714
2010-9-10,2932.554,4705.31,2584.1265,136.607,134.6383
2010-9-13,2962.319,4789.693,2615.4402,136.5464,134.5462
2010-9-14,2965.009,4805.416,2618.3835,136.5342,134.5288
2010-9-15,2913.194,4730.143,2576.2893,136.5171,134.4976
2010-9-16,2857.789,4610.916,2523.9675,136.492,134.478
2010-9-17,2861.369,4603.489,2524.8979,136.4881,134.4691
2010-9-20,2849.828,4553.12,2512.1665,136.5022,134.4783
2010-9-21,2857.476,4546.724,2514.8953,136.4933,134.4856
2010-9-27,2905.029,4673.602,2559.8213,136.5371,134.5477
2010-9-28,2880.907,4654.345,2543.2634,136.5322,134.5361
2010-9-29,2874.812,4590.317,2532.3484,136.5417,134.5605
2010-9-30,2935.574,4660.605,2575.3315,136.5747,134.6031
2010-10-8,3044.233,4767.967,2650.9824,136.6466,134.6718
2010-10-11,3132.895,4789.155,2705.4341,136.5032,134.4228
2010-10-12,3172.726,4806.029,2732.1619,136.4606,134.3391
2010-10-13,3217.577,4836.737,2755.6638,136.4567,134.3278
2010-10-14,3224.14,4679.548,2741.897,136.4581,134.3415
2010-10-15,3327.683,4691.45,2811.8662,136.4683,134.3569
2010-10-18,3306.16,4636.639,2793.7158,136.5121,134.4098
2010-10-19,3375.674,4778.607,2853.3816,136.5043,134.3914
2010-10-20,3396.879,4794.194,2865.0239,135.7379,133.3388
2010-10-21,3374.685,4833.8,2857.5168,135.5689,133.1171
2010-10-22,3378.655,4877.927,2862.9167,135.592,133.1543
2010-10-25,3481.081,4998.5,2937.7632,135.6422,133.2134
2010-10-26,3466.084,5046.148,2930.7598,135.4972,133.012
2010-10-27,3403.872,4994.774,2891.208,135.4746,132.9897
2010-10-28,3397.692,4999.59,2888.439,135.4768,132.9967
2010-10-29,3379.983,5055.492,2884.6086,135.4868,133.0112
2010-11-1,3472.995,5199.525,2961.3882,135.4867,132.9958
2010-11-2,3463.131,5173.066,2947.374,135.3345,132.7501
2010-11-3,3420.341,5098.539,2920.3315,135.0813,132.3837
2010-11-4,3480.505,5228.296,2972.9573,134.9195,132.1533
2010-11-5,3520.798,5311.77,3013.1863,134.8595,132.0729
2010-11-8,3548.566,5431.091,3047.5754,134.8183,132.0307
2010-11-9,3523.954,5467.839,3031.6108,134.7587,131.9421
2010-11-10,3499.111,5484.742,3021.8269,134.4469,131.4949
2010-11-11,3509.975,5440.099,3046.0369,134.2344,131.2023
2010-11-12,3291.833,5111.189,2885.9338,134.1257,131.0641
2010-11-15,3314.893,5255.267,2923.0405,134.0618,130.9836
2010-11-16,3169.538,5068.465,2806.0601,134.1339,131.1226
2010-11-17,3103.906,4855.85,2741.8477,134.2447,131.322
2010-11-18,3147.962,4932.401,2774.5728,134.3437,131.5035
2010-11-19,3178.846,5081.03,2807.896,134.2517,131.3698
2010-11-22,3171.941,5150.665,2812.4807,133.978,130.9951
2010-11-23,3107.176,5063.237,2763.8311,133.8222,130.7965
2010-11-24,3177.043,5206.149,2801.5005,133.6468,130.5874
2010-11-25,3223.484,5259.81,2833.8896,133.5674,130.5078
2010-11-26,3194.853,5227.648,2811.2627,133.4113,130.2905
2010-11-29,3190.05,5248.747,2811.4978,133.4487,130.3312
2010-11-30,3136.985,5110.875,2762.1379,133.5168,130.462
2010-12-1,3136.024,5116.837,2761.8118,133.7122,130.8031
2010-12-2,3155.059,5138.487,2780.5613,133.7853,130.9264
2010-12-3,3158.156,5100.366,2777.4658,133.8169,130.9662
2010-12-6,3165.57,5016.528,2782.8362,133.9237,131.1043
2010-12-7,3200.339,5084.583,2806.1799,134.0463,131.2779
2010-12-8,3171.882,5069.97,2783.0981,134.072,131.2639
2010-12-9,3123.366,4964.901,2740.5222,134.0375,131.185
2010-12-10,3161.977,5039.165,2770.6641,134.0496,131.2083
2010-12-13,3261.061,5179.021,2853.1992,134.1544,131.3838
2010-12-14,3269.474,5244.038,2863.6184,134.1836,131.4371
2010-12-15,3247.644,5230.68,2848.1165,134.257,131.5445
2010-12-16,3230.665,5216.851,2838.8376,134.3143,131.6304
2010-12-17,3225.661,5228.337,2834.1445,134.3648,131.69
2010-12-20,3178.657,5163.529,2793.8491,134.4662,131.8648
2010-12-21,3249.509,5222.792,2841.6877,134.4679,131.8383
2010-12-22,3215.453,5174.539,2816.7048,134.4506,131.8175
2010-12-23,3188.607,5069.523,2787.8984,134.4083,131.7562
2010-12-24,3162.955,4991.544,2762.385,134.3765,131.7171
2010-12-27,3099.709,4849.63,2706.0044,134.1477,131.377
2010-12-28,3044.931,4730.497,2658.0857,134.0885,131.2948
2010-12-29,3061.83,4812.532,2680.3623,134.1424,131.3642
2010-12-30,3064.098,4828.489,2689.5022,134.2465,131.4987
2010-12-31,3128.261,4936.716,2737.5686,134.326,131.5766
2011-1-4,3189.682,5011.498,2780.821,134.5015,131.7654
2011-1-5,3175.662,5028.766,2768.9219,134.7331,132.0618
2011-1-6,3159.643,5001.283,2754.5686,134.7426,132.0184
2011-1-7,3166.624,4975.144,2761.876,134.8372,132.1334
2011-1-10,3108.187,4830.562,2709.3159,134.841,132.1081
2011-1-11,3124.922,4804.822,2717.3694,134.7801,132.0098
2011-1-12,3142.337,4833.58,2733.0605,134.8284,132.0647
2011-1-13,3141.284,4826.757,2739.29,134.7715,131.9884
2011-1-14,3091.862,4723.426,2701.4995,134.6641,131.8338
2011-1-17,2974.35,4519.913,2613.2771,134.534,131.6312
2011-1-18,2977.648,4536.964,2617.2839,134.3694,131.4147
2011-1-19,3044.851,4646.087,2667.1047,134.3626,131.4277
2011-1-20,2944.713,4477.359,2585.6169,134.3267,131.4226
2011-1-21,2983.456,4506.322,2616.8625,134.2999,131.3912
2011-1-24,2954.232,4398.495,2589.7888,134.2969,131.3701
2011-1-25,2938.654,4341.909,2569.8977,134.2256,131.2779
2011-1-26,2978.431,4424.892,2601.6255,134.229,131.3017
2011-1-27,3026.466,4502.808,2640.3801,134.2387,131.3055
2011-1-28,3036.735,4548.206,2649.1143,134.237,131.3047
2011-1-31,3076.508,4610.86,2681.9158,134.2623,131.3281
2011-2-1,3077.283,4630.58,2690.3313,134.3064,131.3639
2011-2-9,3040.949,4609.717,2665.3159,134.1015,131.0326
2011-2-10,3104.163,4733.973,2717.4441,134.0425,130.9774
2011-2-11,3120.956,4786.806,2731.3635,134.0183,130.9356
2011-2-14,3219.143,4872.495,2800.1147,134.1579,131.1287
2011-2-15,3217.671,4869.687,2799.5637,134.2065,131.206
2011-2-16,3248.527,4952.667,2828.8628,134.2034,131.2141
2011-2-17,3245.907,4987.48,2831.771,134.2127,131.2347
2011-2-18,3211.876,4941.432,2805.8582,134.2337,131.2452
2011-2-21,3257.908,5042.967,2843.2271,134.1127,131.0961
2011-2-22,3163.578,4909.745,2770.6711,134.1758,131.2058
2011-2-23,3174.742,4979.057,2779.2734,134.323,131.4301
2011-2-24,3190.935,5027.731,2794.6472,134.5817,131.7791
2011-2-25,3197.617,5032.797,2795.606,134.5093,131.6721
2011-2-28,3239.559,5095.208,2824.3621,134.6136,131.787
2011-3-1,3254.893,5122.441,2837.3442,134.6475,131.8325
2011-3-2,3243.298,5108.74,2832.2727,134.7018,131.8904
2011-3-3,3221.718,5009.047,2814.2871,134.7152,131.8768
2011-3-4,3270.666,5067.621,2852.2205,134.6973,131.8351
2011-3-7,3334.51,5138.248,2903.8962,134.7598,131.8928
2011-3-8,3337.457,5165.735,2908.6108,134.8757,132.0664
2011-3-9,3338.858,5181.368,2911.2871,134.9651,132.1834
2011-3-10,3280.259,5143.413,2871.9812,134.8879,132.0679
2011-3-11,3247.376,5139.746,2851.2944,134.867,132.0319
2011-3-14,3262.92,5190.037,2860.9697,134.9595,132.1601
2011-3-15,3203.961,5131.332,2820.3303,135.0945,132.3583
2011-3-16,3248.195,5199.358,2855.3779,135.1,132.3643
2011-3-17,3197.1,5104.134,2819.512,135.2187,132.5231
2011-3-18,3215.685,5126.934,2829.9917,135.1924,132.4643
2011-3-21,3207.11,5086.108,2828.0664,135.1552,132.3981
2011-3-22,3222.961,5085.812,2835.7634,135.1252,132.3515
2011-3-23,3264.926,5155.337,2865.4058,135.1528,132.3747
2011-3-24,3251.361,5169.264,2865.0012,135.2142,132.4632
2011-3-25,3294.484,5212.345,2893.759,135.2335,132.4976
2011-3-28,3290.571,5199.552,2893.6606,135.2392,132.4847
2011-3-29,3257.979,5111.153,2862.6104,135.2201,132.4477
2011-3-30,3256.08,5064.545,2857.54,135.2339,132.475
2011-3-31,3223.288,5000.402,2829.7332,135.2197,132.4547
2011-4-1,3272.729,5065.076,2865.1155,135.2439,132.4905
2011-4-6,3311.067,5057.84,2887.885,135.2618,132.5012
2011-4-7,3324.419,5089.751,2896.3669,135.3051,132.5509
2011-4-8,3353.358,5148.799,2921.0498,135.3463,132.6035
2011-4-11,3333.427,5107.137,2909.5354,135.3898,132.6413
2011-4-12,3326.771,5114.459,2907.8835,135.4854,132.7624
2011-4-13,3372.031,5165.207,2935.5164,135.5177,132.7834
2011-4-14,3353.56,5150.869,2925.6855,135.5594,132.8151
2011-4-15,3358.944,5162.415,2931.2798,135.588,132.8292
2011-4-18,3359.438,5178.894,2937.8306,135.5773,132.777
2011-4-19,3295.812,5116.144,2887.4048,135.6193,132.8283
2011-4-20,3295.758,5152.395,2895.0017,135.6309,132.8472
2011-4-21,3317.367,5188.111,2914.9758,135.6279,132.8569
2011-4-22,3299.942,5165.123,2899.5435,135.6413,132.8587
2011-4-25,3249.574,5054.768,2852.488,135.6638,132.881
2011-4-26,3230.96,4970.572,2824.9434,135.662,132.8836
2011-4-27,3209.503,4913.497,2808.5781,135.7192,132.952
2011-4-28,3161.776,4755.416,2762.5298,135.7466,132.9931
2011-4-29,3192.723,4836.866,2791.1301,135.7941,133.0295
2011-5-3,3211.132,4920.57,2814.936,135.8356,133.0745
2011-5-4,3129.028,4814.781,2751.1128,135.8749,133.1114
2011-5-5,3126.117,4827.212,2755.7842,135.9115,133.1435
2011-5-6,3121.396,4849.969,2751.1357,136.0349,133.2985
2011-5-9,3129.759,4889.92,2761.4365,136.0775,133.3226
2011-5-10,3153.221,4918.674,2778.4812,136.1212,133.3586
2011-5-11,3145.085,4929.488,2774.4824,136.1469,133.3703
2011-5-12,3101.603,4863.795,2737.6516,136.1962,133.4214
2011-5-13,3128.093,4902.564,2761.165,136.1424,133.3559
2011-5-16,3100.463,4900.706,2743.126,136.1566,133.3513
2011-5-17,3116.028,4873.954,2744.4041,136.1768,133.3759
2011-5-18,3139.379,4906.189,2762.9775,136.1949,133.3888
2011-5-19,3120.639,4879.892,2751.4275,136.1996,133.4058
2011-5-20,3121.596,4863.185,2748.6934,136.1871,133.3728
2011-5-23,3022.98,4679.527,2664.0215,136.2162,133.424
2011-5-24,3026.223,4672.076,2658.6104,136.2081,133.4237
2011-5-25,2990.343,4618.748,2633.7385,136.2166,133.4191
2011-5-26,2978.381,4572.942,2624.8015,136.2268,133.4132
2011-5-27,2963.308,4428.894,2595.0278,136.2831,133.4813
2011-5-30,2954.506,4345.048,2585.5417,136.3171,133.5213
2011-5-31,3001.556,4444.276,2624.0471,136.2937,133.4907
2011-6-1,3004.173,4490.892,2632.594,136.296,133.4974
2011-6-2,2955.705,4429.999,2595.8835,136.2847,133.4734
2011-6-3,2986.349,4506.196,2622.9783,136.2993,133.5018
2011-6-7,3004.262,4547.303,2641.468,136.3222,133.5151
2011-6-8,3008.652,4562.972,2649.2563,136.261,133.4193
2011-6-9,2951.889,4456.73,2604.4683,136.2287,133.3795
2011-6-10,2961.932,4469.049,2611.3296,136.151,133.2663
2011-6-13,2950.348,4468.787,2609.3252,136.1169,133.2147
2011-6-14,2993.559,4540.939,2641.2092,135.9716,133.0261
2011-6-15,2963.119,4499.694,2622.6199,135.7233,132.7053
2011-6-16,2917.578,4402.143,2580.7749,135.6421,132.618
2011-6-17,2892.157,4337.367,2560.2351,135.617,132.5991
2011-6-20,2874.896,4278.753,2537.3245,135.7299,132.7642
2011-6-21,2909.073,4338.422,2565.739,135.8188,132.8876
2011-6-22,2908.582,4321.219,2566.8528,135.6461,132.6255
2011-6-23,2957.629,4402.938,2608.8206,135.5597,132.512
2011-6-24,3027.47,4509.18,2666.0056,135.7092,132.7406
2011-6-27,3036.491,4568.189,2679.4917,135.8757,132.9549
2011-6-28,3041.734,4574.477,2681.9883,135.8853,132.9389
2011-6-29,3000.169,4511.545,2652.8499,135.8874,132.9214
2011-6-30,3044.089,4579.332,2687.1235,135.8862,132.9269
2011-7-1,3049.745,4604.746,2691.0337,135.9546,133.0057
2011-7-4,3121.98,4719.391,2746.8662,135.9898,133.0324
2011-7-5,3122.5,4749.424,2754.2375,135.9956,133.0367
2011-7-6,3113.712,4760.917,2753.6223,135.9468,132.9608
2011-7-7,3101.68,4761.452,2741.563,135.9251,132.974
2011-7-8,3109.183,4756.614,2743.7161,135.9936,133.0603
2011-7-11,3113.206,4799.42,2752.8994,136.0124,133.0693
2011-7-12,3056.905,4731.118,2707.3723,136.0384,133.101
2011-7-13,3106.247,4825.419,2748.9783,136.0131,133.0765
2011-7-14,3115.745,4866.165,2763.6812,135.9159,132.9724
2011-7-15,3128.889,4896.043,2776.1682,135.9036,132.9714
2011-7-18,3122.6,4895.26,2772.282,135.824,132.8418
2011-7-19,3095.125,4843.705,2750.6755,135.6173,132.5658
2011-7-20,3091.567,4849.057,2749.4531,135.3174,132.1698
2011-7-21,3059.139,4784.388,2721.759,135.1183,131.9447
2011-7-22,3067.985,4800.938,2729.4299,135.1085,131.9623
2011-7-25,2968.289,4613.73,2644.8511,135.1538,132.0306
2011-7-26,2977.766,4633.372,2659.1072,135.1253,131.99
2011-7-27,3000.052,4710.379,2684.0381,135.0954,131.9467
2011-7-28,2981.002,4680.898,2671.5337,135.0598,131.9143
2011-7-29,2972.079,4628.32,2659.6453,135.107,131.9901
2011-8-1,2977.721,4644.462,2663.575,135.1542,132.0516
2011-8-2,2956.383,4610.783,2641.3945,135.1335,132.0208
2011-8-3,2954.87,4625.173,2642.2229,134.975,131.7903
2011-8-4,2960.309,4649.425,2648.7207,135.0109,131.8399
2011-8-5,2897.417,4559.018,2592.8433,135.1868,132.0594
2011-8-8,2793.897,4330.771,2489.4368,135.3549,132.28
2011-8-9,2798.19,4317.107,2487.9844,135.4904,132.479
2011-8-10,2824.12,4378.698,2514.5574,135.527,132.5265
2011-8-11,2866.924,4454.394,2549.6665,135.6826,132.7383
2011-8-12,2875.365,4505.886,2564.3523,135.7297,132.8
2011-8-15,2917.883,4571.719,2598.3284,135.8368,132.9144
2011-8-16,2897.581,4533.321,2579.6392,135.8068,132.8487
2011-8-17,2886.013,4513.485,2571.9656,135.8624,132.9081
2011-8-18,2834.254,4436.101,2529.8167,135.8187,132.8459
2011-8-19,2807.664,4395.019,2505.7407,135.899,132.9402
2011-8-22,2777.787,4363.959,2484.991,135.935,132.9813
2011-8-23,2821.003,4434.922,2522.812,135.9325,132.9793
2011-8-24,2810.016,4427.978,2513.7053,135.9181,132.9686
2011-8-25,2903.837,4520.171,2582.5657,135.8552,132.8945
2011-8-26,2901.216,4530.423,2582.3457,135.8235,132.8594
2011-8-29,2852.809,4490.158,2550.7104,135.3953,132.3092
2011-8-30,2841.74,4451.726,2538.542,135.1563,132.0387
2011-8-31,2846.776,4430.538,2537.5537,135.1862,132.104
2011-9-1,2834.535,4395.069,2525.7266,135.3082,132.2716
2011-9-2,2803.854,4344.977,2498.5847,135.3269,132.288
2011-9-5,2743.817,4238.069,2446.7664,135.438,132.4268
2011-9-6,2723.303,4204.908,2433.6365,135.5034,132.5384
2011-9-7,2779.09,4306.361,2482.1575,135.3877,132.4179
2011-9-8,2756.105,4260.155,2464.1338,135.3332,132.3792
2011-9-9,2751.095,4233.748,2459.5559,135.3876,132.4652
2011-9-13,2720.283,4164.288,2430.4026,135.51,132.6162
2011-9-14,2733.108,4212.129,2445.6694,135.5154,132.6327
2011-9-15,2729.051,4215.5,2446.2578,135.4659,132.5672
2011-9-16,2733.987,4214.816,2449.522,135.3998,132.4777
2011-9-19,2679.27,4131.885,2405.616,135.4193,132.4846
2011-9-20,2689.845,4151.851,2415.3489,135.4414,132.5118
2011-9-21,2771.011,4275.094,2480.3992,135.4308,132.5004
2011-9-22,2685.688,4151.8,2410.5479,135.5228,132.6226
2011-9-23,2669.478,4117.735,2396.9077,135.817,133.055
2011-9-26,2610.919,4051.425,2356.8569,136.1291,133.4871
2011-9-27,2637.879,4068.231,2376.2737,136.1177,133.445
2011-9-28,2610.59,3999.782,2351.2627,136.1173,133.4357
2011-9-29,2588.185,3871.06,2317.3804,136.2151,133.5692
2011-9-30,2581.351,3856.828,2312.2429,136.3129,133.7102
2011-10-10,2557.082,3832.577,2298.0452,136.8477,134.3932
2011-10-11,2551.994,3817.927,2296.5129,136.9874,134.5805
2011-10-12,2644.758,3950.655,2367.7161,136.9849,134.5456
2011-10-13,2662.601,4001.853,2389.1013,136.9783,134.492
2011-10-14,2653.782,3985.193,2380.6648,137.1426,134.6922
2011-10-17,2666.951,3997.121,2390.9915,137.2291,134.7023
2011-10-18,2592.209,3877.024,2330.9607,137.4809,134.9558
2011-10-19,2583.081,3854.169,2323.7573,137.743,135.0427
2011-10-20,2520.532,3740.469,2274.0742,138.0301,135.2906
2011-10-21,2507.877,3671.695,2254.5029,138.0762,135.3184
2011-10-24,2576.669,3736.765,2304.9321,138.0877,135.3172
2011-10-25,2625.425,3842.978,2348.1189,137.9782,135.1774
2011-10-26,2651.652,3884.39,2367.5459,138.0705,135.285
2011-10-27,2657.478,3888.992,2373.8008,138.0466,135.239
2011-10-28,2709.017,3978.8,2414.7888,138.0843,135.3018
2011-10-31,2695.307,3999.362,2411.9854,138.2343,135.4802
2011-11-1,2697.534,3999.831,2413.5364,138.4305,135.7124
2011-11-2,2742.39,4072.781,2449.4392,138.5993,135.8946
2011-11-3,2744.301,4097.618,2456.4675,138.7061,136.0213
2011-11-4,2763.746,4131.13,2475.6462,138.8117,136.123
2011-11-7,2736.248,4114.767,2458.5745,138.8819,136.1498
2011-11-8,2727.71,4057.555,2449.9902,139.1081,136.3984
2011-11-9,2751.654,4126.003,2474.2378,139.3852,136.7809
2011-11-10,2699.588,4064.371,2432.4189,139.8683,137.3782
2011-11-11,2695.002,4062.144,2432.9102,139.9185,137.3167
2011-11-14,2750.195,4159.567,2483.5703,139.9878,137.4076
2011-11-15,2744.68,4192.665,2484.8682,139.8576,137.2119
2011-11-16,2670.116,4088.323,2422.9226,139.8626,137.2351
2011-11-17,2662.017,4079.536,2419.5859,139.7727,137.173
2011-11-18,2606.495,3963.258,2369.6692,139.7768,137.1548
2011-11-21,2609.687,3966.636,2369.4299,139.6922,137.0755
2011-11-22,2609.475,3957.93,2367.1885,139.6808,137.0877
2011-11-23,2584.011,3942.695,2350.8801,139.8273,137.2991
2011-11-24,2588.915,3935.273,2353.9717,139.8638,137.3233
2011-11-25,2569.973,3911.356,2337.7026,139.8998,137.3662
2011-11-28,2573.321,3915.298,2340.6096,139.8867,137.3126
2011-11-29,2608.569,3980.618,2370.5764,139.834,137.2803
2011-11-30,2521.52,3819.942,2290.1743,139.8994,137.3826
2011-12-1,2583.613,3897.019,2341.9871,140.6592,138.2275
2011-12-2,2557.311,3817.041,2312.4482,140.9306,138.5627
2011-12-5,2521.385,3692.227,2275.5403,141.024,138.6687
2011-12-6,2516.341,3691.804,2271.2117,140.9635,138.5963
2011-12-7,2528.228,3702.103,2277.9377,140.9805,138.5857
2011-12-8,2525.001,3700.089,2275.4111,141.0179,138.6067
2011-12-9,2503.461,3663.843,2259.1169,141.0581,138.671
2011-12-12,2477.692,3616.087,2234.6802,141.0336,138.6254
2011-12-13,2421.928,3490.4,2188.4912,141.0072,138.5975
2011-12-14,2397.48,3423.474,2166.0227,141.0142,138.6081
2011-12-15,2340.788,3329.575,2118.4556,141.0109,138.6101
2011-12-16,2390.129,3427.214,2164.1895,141.0838,138.6898
2011-12-19,2384.408,3434.845,2160.3008,141.1328,138.7216
2011-12-20,2377.073,3424.448,2157.2908,141.1635,138.7623
2011-12-21,2339.108,3342.401,2127.084,141.1489,138.7454
2011-12-22,2341.335,3298.724,2119.521,141.1615,138.755
2011-12-23,2359.159,3327.394,2137.8196,141.1616,138.7455
2011-12-26,2335.702,3308.072,2121.7813,141.2479,138.8366
2011-12-27,2305.035,3224.148,2091.3022,141.2713,138.8634
2011-12-28,2307.928,3207.399,2092.5945,141.2922,138.8813
2011-12-29,2311.361,3207.181,2096.7156,141.3619,138.972
2011-12-30,2345.742,3266.775,2123.853,141.4383,139.0536
2012-1-4,2298.753,3192.234,2089.2793,141.516,139.1116
2012-1-5,2276.385,3074.368,2057.3379,141.5501,139.1103
2012-1-6,2290.601,3087.546,2070.978,141.7277,139.2642
2012-1-9,2368.57,3212.904,2134.6294,141.8669,139.3729
2012-1-10,2447.349,3345.391,2198.0198,142.0118,139.4419
2012-1-11,2435.608,3346.742,2190.5801,142.0385,139.3767
