时间,沪深300,中证500,万得全A,中债-综合财富(总值)指数,中债-总财富(总值)指数
2008-9-19,2073.113,2086.826,1590.3312,124.813,121.8
2008-9-22,2207.614,2182.792,1679.5824,124.763,121.655
2008-9-23,2123.478,2042.197,1601.7056,124.777,121.635
2008-9-24,2138.853,2088.549,1618.7,124.961,121.887
2008-9-25,2223.532,2138.065,1675.3915,125.01,121.898
2008-9-26,2243.657,2136.001,1686.1022,124.984,121.847
2008-10-6,2128.696,2054.042,1608.1893,125.178,122.062
2008-10-7,2102.448,2046.191,1593.7,125.906,123.093
2008-10-8,2022.881,1995.61,1540.7529,126.837,124.422
2008-10-9,1995.297,1969.815,1521.5822,128.076,126.147
2008-10-10,1906.96,1837.404,1445.8997,128.248,126.424
2008-10-13,1985.486,1872.947,1497.361,127.948,125.889
2008-10-14,1934.619,1816.32,1456.8213,127.743,125.551
2008-10-15,1914.356,1806.791,1443.6514,127.893,125.725
2008-10-16,1820.903,1704.565,1371.4117,127.929,125.729
2008-10-17,1833.262,1726.4,1382.613,127.741,125.455
2008-10-20,1896.733,1786.564,1428.9537,127.631,125.249
2008-10-21,1881.406,1782.664,1418.5533,127.728,125.374
2008-10-22,1833.323,1748.84,1384.9044,127.739,125.31
2008-10-23,1834.78,1766.59,1386.801,127.759,125.364
2008-10-24,1781.598,1741.181,1352.1517,127.827,125.428
2008-10-27,1654.671,1604.758,1254.2893,127.947,125.563
2008-10-28,1705.82,1642.055,1290.2927,128.3,126.072
2008-10-29,1658.223,1576.931,1251.1436,128.445,126.296
2008-10-30,1697.656,1590.226,1276.6953,128.65,126.604
2008-10-31,1663.66,1562.022,1251.954,128.632,126.572
2008-11-3,1653.542,1539.795,1242.5164,128.729,126.647
2008-11-4,1627.759,1513.495,1224.8977,128.775,126.739
2008-11-5,1691.42,1563.369,1269.8339,128.906,126.884
2008-11-6,1649.776,1536.598,1242.4136,129.088,127.111
2008-11-7,1677.827,1561.221,1263.4465,129.275,127.372
2008-11-10,1801.665,1676.277,1356.4547,129.658,127.865
2008-11-11,1781.361,1662.848,1341.7775,129.723,127.914
2008-11-12,1801.823,1704.226,1362.1101,129.929,128.172
2008-11-13,1874.082,1784.497,1418.5471,130.295,128.658
2008-11-14,1943.654,1867.485,1473.3234,129.926,128.108
2008-11-17,1987.225,1959.072,1517.0703,129.795,127.92
2008-11-18,1839.819,1816.285,1406.0109,129.841,128.066
2008-11-19,1953.163,1944.327,1495.3405,129.404,127.453
2008-11-20,1932.428,1948.681,1484.1514,129.554,127.668
2008-11-21,1920.735,1921.04,1473.2891,129.731,127.869
2008-11-24,1837.642,1842.344,1412.4614,129.64,127.698
2008-11-25,1834.294,1827.642,1407.3141,129.29,127.108
2008-11-26,1843.495,1834.774,1415.0844,129.576,127.53
2008-11-27,1870.473,1861.518,1436.2472,130.117,128.14
2008-11-28,1829.924,1841.45,1410.1641,129.93,127.858
2008-12-1,1864.205,1919.475,1445.2114,129.782,127.548
2008-12-2,1868.631,1957.322,1454.6228,129.949,127.731
2008-12-3,1952.668,2039.927,1516.3572,130.163,128.006
2008-12-4,1982.928,2037.723,1534.5244,130.378,128.326
2008-12-5,2013.175,2098.656,1562.1953,130.776,128.99
2008-12-8,2095.036,2190.532,1625.7947,130.813,128.974
2008-12-9,2040.847,2134.58,1584.543,130.5,128.542
2008-12-10,2096.393,2195.743,1627.9438,130.574,128.554
2008-12-11,2046.337,2127.183,1585.9695,130.605,128.578
2008-12-12,1960.38,2031.992,1518.5996,130.855,129.031
2008-12-15,1975.034,2073.029,1535.2996,131.01,129.213
2008-12-16,1994.45,2110.244,1553.1232,131.149,129.401
2008-12-17,2001.42,2136.309,1562.939,131.68,130.269
2008-12-18,2045.102,2175.357,1594.6024,132.021,130.753
2008-12-19,2052.114,2194.994,1603.7252,132.1,130.819
2008-12-22,2017.549,2193.475,1585.9991,132.101,130.814
2008-12-23,1918.955,2054.535,1502.5857,132.078,130.821
2008-12-24,1887.075,2010.104,1475.2223,132.068,130.788
2008-12-25,1870.765,2003.488,1466.4025,132.052,130.785
2008-12-26,1862.096,1983.757,1460.0336,131.983,130.699
2008-12-29,1854.757,1984.755,1457.9377,132.021,130.724
2008-12-30,1833.435,1971.466,1444.764,132.026,130.731
2008-12-31,1817.722,1939.433,1430.793,132.05,130.725
2009-1-5,1882.959,2020.243,1486.1136,132.261,130.974
2009-1-6,1942.795,2091.892,1533.1956,132.337,131.102
2009-1-7,1931.178,2104.922,1530.2023,132.431,131.236
2009-1-8,1887.991,2052.3,1496.3386,132.493,131.317
2009-1-9,1918.365,2107.766,1526.0046,132.562,131.394
2009-1-12,1920.687,2137.841,1532.6343,132.559,131.34
2009-1-13,1876.185,2081.672,1495.7859,132.279,130.81
2009-1-14,1955.244,2160.064,1557.2196,131.956,130.302
2009-1-15,1954.874,2181.061,1562.3286,131.655,129.853
2009-1-16,1990.214,2195.634,1584.4375,131.404,129.497
2009-1-19,2012.465,2192.807,1596.2539,131.287,129.308
2009-1-20,2025.19,2214.839,1609.8495,130.882,128.66
2009-1-21,2021.71,2217.626,1605.8326,130.753,128.471
2009-1-22,2044.551,2256.367,1626.0684,131.002,128.857
2009-1-23,2032.682,2238.082,1618.8582,131.132,129.059
2009-2-2,2057.063,2306.769,1648.2607,131.05,128.865
2009-2-3,2108.91,2369.654,1689.7445,130.777,128.45
2009-2-4,2166.414,2423.887,1731.1626,130.43,127.931
2009-2-5,2150.971,2384.764,1715.0173,129.951,127.129
2009-2-6,2237.28,2493.74,1784.7722,130.145,127.543
2009-2-9,2296.672,2579.228,1834.1404,130.306,127.752
2009-2-10,2326.755,2653.213,1865.4177,130.275,127.697
2009-2-11,2331.138,2658.05,1870.326,130.369,127.892
2009-2-12,2318.343,2707.922,1874.5706,130.692,128.399
2009-2-13,2399.065,2805.01,1939.6035,130.754,128.458
2009-2-16,2462.245,2854.444,1985.515,130.767,128.447
2009-2-17,2385.293,2738.58,1918.4017,130.552,128.102
2009-2-18,2275.843,2632.908,1835.2311,130.585,128.178
2009-2-19,2298.412,2687.489,1860.3833,130.706,128.345
2009-2-20,2344.32,2776.955,1904.6025,130.682,128.289
2009-2-23,2410.481,2871.792,1959.897,130.709,128.319
2009-2-24,2301.849,2754.24,1873.5916,130.751,128.395
2009-2-25,2304.251,2771.098,1876.9362,130.787,128.434
2009-2-26,2190.185,2571.276,1772.6082,130.864,128.542
2009-2-27,2140.489,2416.949,1711.6703,130.854,128.515
2009-3-2,2164.666,2478.808,1737.5874,130.866,128.511
2009-3-3,2142.154,2499.826,1730.1986,130.839,128.486
2009-3-4,2285.149,2651.405,1841.6871,130.815,128.432
2009-3-5,2304.919,2671.575,1857.4594,130.679,128.191
2009-3-6,2286.576,2653.469,1843.645,130.753,128.298
2009-3-9,2202.527,2536.01,1772.0095,130.821,128.401
2009-3-10,2240.782,2601.417,1807.3876,130.868,128.472
2009-3-11,2220.38,2587.371,1794.2286,130.956,128.579
2009-3-12,2215.7,2597.232,1793.281,130.999,128.629
2009-3-13,2205.422,2569.629,1782.4777,130.999,128.621
2009-3-16,2241.614,2603.058,1810.2043,131.054,128.688
2009-3-17,2322.403,2699.594,1874.5575,131.169,128.838
2009-3-18,2332.652,2734.547,1887.0389,131.163,128.837
2009-3-19,2382.564,2797.155,1927.8315,131.198,128.878
2009-3-20,2379.838,2784.106,1923.4618,131.179,128.863
2009-3-23,2439.395,2843.879,1968.694,131.231,128.922
2009-3-24,2451.783,2865.333,1981.022,131.172,128.84
2009-3-25,2401.327,2785.664,1937.1666,131.142,128.808
2009-3-26,2479.789,2853.411,1995.1011,131.11,128.751
2009-3-27,2498.931,2877.88,2011.5227,131.059,128.688
2009-3-30,2484.487,2883.214,2006.582,131.056,128.67
2009-3-31,2507.789,2914.128,2026.4078,131.066,128.715
2009-4-1,2548.222,2962.839,2057.6682,131.026,128.668
2009-4-2,2576.4,2965.735,2073.1357,131.021,128.645
2009-4-3,2570.503,2934.253,2063.1602,130.898,128.494
2009-4-7,2576.95,2968.519,2074.1763,130.857,128.431
2009-4-8,2479.348,2867.168,1997.9828,130.784,128.332
2009-4-9,2517.669,2915.024,2030.7097,130.753,128.302
2009-4-10,2595.53,3009.376,2093.5957,130.766,128.324
2009-4-13,2656.518,3050.372,2136.542,130.732,128.278
2009-4-14,2676.872,3099.429,2160.8674,130.74,128.311
2009-4-15,2686.99,3143.821,2177.2383,130.747,128.327
2009-4-16,2687.106,3159.26,2180.7097,130.763,128.345
2009-4-17,2650.691,3119.419,2152.6477,130.863,128.481
2009-4-20,2707.667,3205.884,2202.3171,130.915,128.54
2009-4-21,2675.442,3205.076,2184.1729,130.933,128.56
2009-4-22,2576.281,3042.638,2096.0049,130.926,128.542
2009-4-23,2593.564,3059.709,2109.4617,130.911,128.549
2009-4-24,2572.888,3036.761,2092.3784,130.917,128.574
2009-4-27,2513.292,2916.114,2033.5148,130.953,128.613
2009-4-28,2518.531,2959.952,2044.009,130.96,128.633
2009-4-29,2605.37,3040.04,2106.6289,131.029,128.743
2009-4-30,2622.926,3086.217,2126.0664,131.066,128.794
2009-5-4,2714.301,3190.254,2197.8037,131.115,128.846
2009-5-5,2727.014,3220.615,2212.7683,131.127,128.861
2009-5-6,2764.979,3264.579,2243.772,131.152,128.903
2009-5-7,2767.076,3242.626,2239.551,131.182,128.951
2009-5-8,2789.219,3257.588,2253.5981,131.255,129.046
2009-5-11,2725.316,3134.573,2192.4109,131.314,129.11
2009-5-12,2788.562,3212.139,2243.9802,131.346,129.173
2009-5-13,2814.005,3234.151,2262.6072,131.422,129.291
2009-5-14,2792.597,3246.557,2254.4841,131.479,129.372
2009-5-15,2796.116,3270.738,2261.9434,131.567,129.483
2009-5-18,2810.573,3295.651,2274.1082,131.634,129.554
2009-5-19,2840.084,3325.531,2295.6641,131.668,129.578
2009-5-20,2812.865,3306.474,2275.3721,131.715,129.597
2009-5-21,2750.01,3247.475,2228.4836,131.7,129.576
2009-5-22,2740.677,3254.534,2225.3162,131.665,129.502
2009-5-25,2752.716,3271.501,2233.5203,131.663,129.508
2009-5-26,2719.764,3274.849,2219.7119,131.641,129.482
2009-5-27,2759.712,3276.748,2241.2397,131.644,129.499
2009-6-1,2858.342,3332.337,2305.3772,131.685,129.515
2009-6-2,2865.099,3353.922,2313.6648,131.678,129.525
2009-6-3,2939.387,3380.188,2356.5671,131.671,129.503
2009-6-4,2953.751,3375.873,2363.4028,131.616,129.435
2009-6-5,2939.306,3355.778,2352.8701,131.59,129.41
2009-6-8,2948.478,3350.238,2354.9443,131.598,129.413
2009-6-9,2960.556,3366.911,2368.084,131.602,129.431
2009-6-10,2989.595,3403.208,2392.5452,131.58,129.413
2009-6-11,2961.629,3382.997,2375.4102,131.54,129.332
2009-6-12,2906.286,3309.587,2330.6055,131.51,129.285
2009-6-15,2966.192,3356.714,2373.0356,131.554,129.339
2009-6-16,2961.22,3349.35,2370.2083,131.565,129.348
2009-6-17,3010.588,3403.962,2406.8809,131.59,129.376
2009-6-18,3057.428,3431.281,2436.4673,131.589,129.365
2009-6-19,3080.001,3434.055,2450.0464,131.55,129.291
2009-6-22,3082.563,3405.13,2444.9011,131.528,129.252
2009-6-23,3083.895,3392.112,2442.7095,131.496,129.201
2009-6-24,3120.73,3431.444,2473.3696,131.448,129.128
2009-6-25,3117.921,3427.473,2471.8921,131.434,129.11
2009-6-26,3128.421,3448.461,2480.6362,131.386,129.039
2009-6-29,3179.972,3476.788,2513.2686,131.441,129.09
2009-6-30,3166.474,3452.263,2500.6418,131.446,129.1
2009-7-1,3237.903,3503.754,2547.8818,131.408,129.043
2009-7-2,3282.359,3540.509,2579.7644,131.419,129.063
2009-7-3,3327.135,3584.858,2611.188,131.404,129.032
2009-7-6,3374.753,3592.64,2643.4385,131.382,128.979
2009-7-7,3340.493,3589.187,2626.626,131.336,128.91
2009-7-8,3352.269,3633.433,2635.5596,131.325,128.874
2009-7-9,3396.304,3701.79,2675.8687,131.1392,128.6042
2009-7-10,3398.31,3719.97,2680.2454,131.0532,128.5184
2009-7-13,3361.011,3754.344,2668.1433,131.0359,128.4535
2009-7-14,3454.753,3813.876,2730.0032,131.0181,128.4203
2009-7-15,3493.305,3848.632,2755.821,130.8837,128.2235
2009-7-16,3501.24,3829.207,2754.8064,130.6735,127.9329
2009-7-17,3519.809,3852.863,2764.6948,130.521,127.7538
2009-7-20,3591.123,3919.426,2815.5415,130.4531,127.6563
2009-7-21,3539.832,3824.288,2768.6079,130.5304,127.7618
2009-7-22,3606.924,3894.563,2816.3367,130.6223,127.8991
2009-7-23,3651.969,3933.113,2849.4561,130.6558,127.9538
2009-7-24,3667.556,3907.967,2852.0144,130.6254,127.8967
2009-7-27,3743.626,3972.644,2911.2957,130.6374,127.8989
2009-7-28,3755.818,4022.91,2928.2188,130.6518,127.9118
2009-7-29,3558.508,3764.64,2775.7808,130.6178,127.8723
2009-7-30,3634.818,3803.124,2828.9719,130.6035,127.856
2009-7-31,3734.622,3928.584,2907.0378,130.5426,127.7815
2009-8-3,3787.033,4020.266,2953.0107,130.5486,127.7744
2009-8-4,3786.615,4069.346,2959.762,130.5558,127.7966
2009-8-5,3740.936,4069.338,2938.4719,130.5723,127.8222
2009-8-6,3663.12,4015.421,2884.1853,130.6024,127.8617
2009-8-7,3555.095,3893.125,2802.2051,130.6245,127.9276
2009-8-10,3544.539,3933.047,2804.4341,130.6552,127.9418
2009-8-11,3556.375,3953.293,2817.3872,130.6574,127.959
2009-8-12,3397.4,3770.137,2693.9119,130.6791,127.982
2009-8-13,3440.82,3778.14,2714.854,130.6911,127.9838
2009-8-14,3344.462,3609.698,2625.55,130.6885,127.9849
2009-8-17,3140.271,3358.103,2463.0603,130.7144,128.0252
2009-8-18,3171.986,3424.775,2494.3069,130.7456,128.0636
2009-8-19,3014.568,3247.526,2377.771,130.762,128.0948
2009-8-20,3144.39,3374.351,2471.5894,130.7911,128.1337
2009-8-21,3203.624,3468.042,2523.7246,130.824,128.1808
2009-8-24,3229.6,3541.804,2551.7378,130.8679,128.2387
2009-8-25,3109.83,3485.924,2477.8884,130.8779,128.2508
2009-8-26,3172.386,3595.115,2535.0442,130.8688,128.255
2009-8-27,3156.301,3629.513,2538.0938,130.8667,128.2547
2009-8-28,3046.781,3531.41,2460.324,130.8907,128.2969
2009-8-31,2830.271,3277.997,2290.3669,130.9507,128.3677
2009-9-1,2843.7,3245.274,2294.5708,130.9511,128.3686
2009-9-2,2890.926,3265.074,2321.7961,130.9619,128.3854
2009-9-3,3051.964,3427.442,2439.8274,130.9866,128.4356
2009-9-4,3077.142,3489.063,2464.2466,130.9771,128.4666
2009-9-7,3104.208,3527.254,2487.3386,131.0209,128.5394
2009-9-8,3170.967,3592.806,2535.074,131.0447,128.5899
2009-9-9,3194.909,3613.41,2550.4365,131.0489,128.5805
2009-9-10,3162.914,3581.683,2526.4753,131.0395,128.5542
2009-9-11,3238.133,3641.816,2581.6362,131.0061,128.4999
2009-9-14,3293.394,3736.576,2629.2842,131.0299,128.5112
2009-9-15,3302.642,3775.213,2641.1228,131.0681,128.5683
2009-9-16,3258.236,3781.064,2618.2334,131.0774,128.5848
2009-9-17,3320.096,3868.667,2669.7319,131.0591,128.5565
2009-9-18,3199.689,3739.732,2579.6609,131.0396,128.5402
2009-9-21,3208.604,3804.331,2597.3918,130.9969,128.4734
2009-9-22,3131.026,3708.199,2539.2256,130.9398,128.4188
2009-9-23,3060.069,3595.706,2480.3601,130.8985,128.3996
2009-9-24,3080.926,3568.669,2482.1772,130.8775,128.3789
2009-9-25,3058.528,3536.811,2462.6953,130.8434,128.3505
2009-9-28,2972.643,3434.655,2398.6887,130.905,128.4279
2009-9-29,2972.286,3372.074,2381.9404,130.9055,128.4271
2009-9-30,3004.805,3400.623,2406.5757,130.9031,128.4135
2009-10-9,3163.708,3576.444,2524.8125,130.9096,128.3952
2009-10-12,3151.632,3597.863,2521.8665,130.8391,128.3329
2009-10-13,3198.517,3659.081,2559.8716,130.7139,128.1899
2009-10-14,3227.399,3692.648,2582.9204,130.6381,128.0884
2009-10-15,3239.643,3704.404,2590.6694,130.595,128.044
2009-10-16,3241.709,3716.897,2591.2881,130.5669,128.0019
2009-10-19,3329.158,3808.181,2652.0996,130.5877,128.0188
2009-10-20,3377.574,3865.832,2691.3518,130.6363,128.0643
2009-10-21,3369.285,3839.947,2680.6519,130.6719,128.096
2009-10-22,3347.32,3855.768,2669.231,130.6765,128.096
2009-10-23,3413.252,3908.435,2716.1458,130.6595,128.0526
2009-10-26,3414.239,3911.653,2716.3091,130.7019,128.0969
2009-10-27,3314.722,3807.976,2644.3188,130.7096,128.0932
2009-10-28,3329.327,3846.415,2656.7363,130.6838,128.0678
2009-10-29,3247.051,3777.505,2598.5413,130.6795,128.0524
2009-10-30,3280.372,3827.683,2631.8694,130.7104,128.1024
2009-11-2,3392.803,3955.783,2712.1897,130.7485,128.1361
2009-11-3,3435.425,4053.212,2747.9316,130.7597,128.1324
2009-11-4,3453.888,4083.482,2763.1917,130.7682,128.131
2009-11-5,3464.318,4125.781,2783.9746,130.7547,128.1173
2009-11-6,3483.021,4145.137,2792.7505,130.7781,128.148
2009-11-9,3495.788,4176.188,2805.3755,130.8032,128.1646
2009-11-10,3503.776,4182.77,2812.5911,130.8044,128.1683
2009-11-11,3495.674,4199.549,2812.2412,130.8426,128.23
2009-11-12,3499.992,4213.245,2814.8062,130.8798,128.2801
2009-11-13,3518.722,4267.008,2832.8015,130.9165,128.3234
2009-11-16,3625.798,4364.973,2908.8071,130.923,128.3302
2009-11-17,3628.354,4387.552,2916.7578,130.9226,128.3277
2009-11-18,3630.229,4406.779,2932.8501,130.9432,128.3685
2009-11-19,3642.437,4476.138,2950.7432,130.98,128.4382
2009-11-20,3631.013,4508.293,2944.5063,131.0171,128.4751
2009-11-23,3665.509,4591.339,2976.0454,131.0496,128.5157
2009-11-24,3548.08,4347.657,2867.0957,131.0926,128.5898
2009-11-25,3629.629,4512.08,2934.5142,131.1109,128.6017
2009-11-26,3485.773,4328.408,2823.1077,131.1394,128.6443
2009-11-27,3382.51,4215.338,2757.782,131.2424,128.8079
2009-11-30,3511.669,4405.328,2855.1345,131.3185,128.9044
2009-12-1,3560.831,4525.288,2901.8079,131.2761,128.8315
2009-12-2,3597.329,4591.384,2934.136,131.2769,128.8371
2009-12-3,3590.876,4621.941,2932.4329,131.2711,128.8029
2009-12-4,3643.491,4506.082,2950.3362,131.2882,128.8388
2009-12-7,3668.832,4581.242,2972.4902,131.3044,128.8425
2009-12-8,3624.019,4571.764,2947.2083,131.259,128.7737
2009-12-9,3554.478,4498.152,2901.2964,131.3011,128.8172
2009-12-10,3577.237,4536.557,2917.0291,131.3062,128.8153
2009-12-11,3575.02,4534.763,2912.7725,131.3194,128.8248
2009-12-14,3612.753,4513.594,2946.9395,131.3646,128.8627
2009-12-15,3583.341,4523.493,2931.4055,131.3726,128.865
2009-12-16,3560.723,4506.039,2912.1089,131.4366,128.9631
2009-12-17,3480.153,4364.926,2841.1541,131.4509,128.9744
2009-12-18,3391.735,4203.48,2774.1475,131.456,128.9676
2009-12-21,3396.622,4256.389,2787.9209,131.4818,128.988
2009-12-22,3305.543,4136.822,2724.9814,131.4927,129.0007
2009-12-23,3336.48,4210.173,2753.5435,131.5075,129.0065
2009-12-24,3438.817,4345.296,2831.748,131.5173,129.0167
2009-12-25,3424.783,4376.193,2828.4138,131.5293,129.0187
2009-12-28,3478.433,4447.205,2871.1904,131.5694,129.059
2009-12-29,3500.737,4463.604,2890.7117,131.5863,129.073
2009-12-30,3558.857,4446.067,2924.0989,131.6067,129.0872
2009-12-31,3575.684,4485.255,2939.7869,131.6269,129.0989
2010-1-4,3535.229,4510.527,2917.8525,131.6371,129.1005
2010-1-5,3564.038,4557.475,2941.4729,131.6577,129.1206
2010-1-6,3541.727,4550.279,2921.8748,131.692,129.1652
2010-1-7,3471.456,4459.155,2860.3718,131.6756,129.1406
2010-1-8,3480.13,4514.452,2872.4092,131.6425,129.0879
2010-1-11,3482.052,4542.949,2879.4717,131.6618,129.1111
2010-1-12,3534.916,4639.632,2929.6306,131.6507,129.0966
2010-1-13,3421.144,4591.024,2849.6272,131.5621,128.9683
2010-1-14,3469.051,4714.1,2896.4685,131.6038,129.006
2010-1-15,3482.738,4747.648,2909.5247,131.6316,129.0295
2010-1-18,3500.684,4829.062,2928.5186,131.6794,129.0782
2010-1-19,3507.482,4830.016,2930.5088,131.7138,129.1321
2010-1-20,3394.434,4651.074,2834.6848,131.8063,129.224
2010-1-21,3408.574,4667.209,2848.9463,131.8357,129.2432
2010-1-22,3366.197,4537.88,2810.123,131.8887,129.2886
2010-1-25,3328.014,4481.16,2777.9014,131.96,129.3746
2010-1-26,3242.797,4294.383,2703.8921,132.0269,129.4586
2010-1-27,3198.566,4267.113,2671.957,132.0848,129.5457
2010-1-28,3206.57,4336.381,2685.3835,132.1197,129.5956
2010-1-29,3204.155,4374.649,2687.7942,132.1766,129.673
2010-2-1,3152.707,4331.366,2649.4207,132.2952,129.8441
2010-2-2,3146.189,4301.768,2640.9209,132.3747,129.9576
2010-2-3,3230.715,4363.079,2699.0854,132.472,130.0983
2010-2-4,3218.802,4408.441,2699.5786,132.453,130.065
2010-2-5,3153.087,4311.293,2648.3767,132.5209,130.1656
2010-2-8,3150.988,4310.894,2645.0698,132.596,130.2314
2010-2-9,3169.19,4311.891,2653.5195,132.6418,130.267
2010-2-10,3214.13,4366.25,2686.8813,132.6687,130.3031
2010-2-11,3220.398,4356.517,2688.6826,132.6965,130.3424
2010-2-12,3251.278,4416.219,2719.0105,132.7048,130.3488
2010-2-22,3233.345,4419.547,2707.8972,132.7067,130.2915
2010-2-23,3198.634,4459.155,2695.8149,132.7132,130.2979
2010-2-24,3244.483,4556.281,2737.2981,132.7814,130.3862
2010-2-25,3292.128,4629.965,2776.0027,132.8998,130.5455
2010-2-26,3281.666,4634.671,2771.115,133.1624,130.9312
2010-3-1,3324.423,4686.266,2804.8689,133.2804,131.088
2010-3-2,3311.236,4690.293,2796.9819,133.3642,131.2193
2010-3-3,3335.081,4758.434,2819.6604,133.4931,131.3951
2010-3-4,3250.573,4586.523,2746.6982,133.4422,131.2998
2010-3-5,3259.764,4604.586,2753.2737,133.4975,131.3585
2010-3-8,3286.178,4654.583,2775.3411,133.5896,131.4799
2010-3-9,3305.863,4660.126,2790.0388,133.5983,131.4966
2010-3-10,3279.694,4598.994,2767.6985,133.6557,131.5602
2010-3-11,3276.705,4562.872,2765.7578,133.6048,131.4337
2010-3-12,3233.126,4492.861,2729.1772,133.6159,131.4464
2010-3-15,3183.183,4454.76,2696.2683,133.6483,131.4589
2010-3-16,3203.971,4491.465,2715.127,133.688,131.5012
2010-3-17,3273.916,4616.053,2773.3787,133.8106,131.71
2010-3-18,3267.555,4630.953,2770.2295,133.8704,131.8014
2010-3-19,3293.871,4663.903,2790.5957,133.8894,131.8157
2010-3-22,3302.628,4690.198,2799.6973,133.8803,131.7773
2010-3-23,3275.573,4658.626,2781.646,133.8797,131.7635
2010-3-24,3276.669,4683.065,2789.1377,133.9028,131.7816
2010-3-25,3229.128,4620.749,2754.7568,133.8854,131.731
2010-3-26,3275.002,4686.931,2792.1946,133.8628,131.6789
2010-3-29,3358.54,4723.611,2847.2852,133.8432,131.6399
2010-3-30,3366.708,4744.423,2854.9307,133.7943,131.5292
2010-3-31,3345.607,4756.157,2841.9175,133.8608,131.6347
2010-4-1,3391.935,4827.214,2879.197,133.8733,131.6652
2010-4-2,3407.346,4843.175,2888.1436,133.8779,131.643
2010-4-6,3405.145,4852.904,2887.6794,133.9253,131.7041
2010-4-7,3386.949,4863.639,2882.0188,133.8392,131.5741
2010-4-8,3346.744,4864.922,2859.2031,133.7631,131.4331
2010-4-9,3379.17,4939.176,2888.3198,133.7676,131.426
2010-4-12,3351.478,4976.38,2877.9897,133.803,131.4727
2010-4-13,3391.716,4919.873,2891.6836,133.8818,131.6
2010-4-14,3403.707,4977.508,2903.678,133.9038,131.6036
2010-4-15,3394.574,4914.747,2890.3345,133.9387,131.6512
2010-4-16,3356.332,4898.67,2865.4258,133.9689,131.6971
2010-4-19,3176.423,4688.836,2729.0161,134.0944,131.8982
2010-4-20,3173.374,4749.934,2732.186,134.1697,131.9944
2010-4-21,3236.679,4893.978,2790.0979,134.2096,132.0448
2010-4-22,3201.541,4902.405,2769.5701,134.2554,132.1122
2010-4-23,3190.003,4864.164,2753.281,134.3326,132.2181
2010-4-26,3171.997,4866.553,2741.5742,134.461,132.4124
2010-4-27,3108.409,4739.269,2685.8318,134.4988,132.4516
2010-4-28,3097.353,4714.432,2675.7263,134.5578,132.5353
2010-4-29,3060.064,4561.4,2636.4863,134.5925,132.5747
2010-4-30,3067.365,4438.681,2623.2981,134.6197,132.6167
2010-5-4,3019.449,4434.131,2595.635,134.6037,132.5793
2010-5-5,3036.394,4564.807,2626.0454,134.5894,132.5565
2010-5-6,2896.856,4419.781,2525.6462,134.6353,132.6097
2010-5-7,2836.789,4350.758,2480.2161,134.8214,132.8957
2010-5-10,2858.233,4269.108,2479.5588,134.8415,132.9057
2010-5-11,2800.817,4144.352,2426.5657,134.8573,132.9231
2010-5-12,2818.16,4042.516,2425.708,134.9261,133.0302
2010-5-13,2886.911,4157.842,2482.4351,134.9842,133.1107
2010-5-14,2868.023,4184.841,2474.2952,134.9965,133.1218
2010-5-17,2714.715,3915.752,2342.5325,135.1016,133.2998
2010-5-18,2771.348,3972.154,2376.4202,135.2254,133.4913
2010-5-19,2762.174,3977.377,2373.8977,135.3548,133.6882
2010-5-20,2726.022,3901.257,2342.7744,135.3237,133.6061
2010-5-21,2768.791,3982.385,2379.2729,135.3566,133.6679
2010-5-24,2873.469,4163.477,2467.0898,135.3231,133.5934
2010-5-25,2813.943,4133.346,2425.8643,135.3258,133.6242
2010-5-26,2813.944,4144.662,2429.6675,135.3444,133.6515
2010-5-27,2859.979,4218.637,2465.9141,135.3101,133.6005
2010-5-28,2850.302,4235.322,2466.4604,135.2934,133.5685
2010-5-31,2773.264,4104.364,2405.4834,135.3084,133.5687
2010-6-1,2744.162,4025.789,2377.688,135.1963,133.3918
2010-6-2,2757.527,4083.616,2386.0808,135.2225,133.4434
2010-6-3,2736.076,4053.985,2371.7124,135.2815,133.5197
2010-6-4,2744.391,4089.035,2379.9822,135.3177,133.5655
2010-6-7,2695.715,4072.568,2346.9521,135.3826,133.6413
2010-6-8,2699.336,4109.317,2351.731,135.3754,133.6184
2010-6-9,2782.133,4211.881,2418.7344,135.3447,133.5334
2010-6-10,2750.023,4223.566,2400.9795,135.3042,133.4537
2010-6-11,2758.866,4197.995,2403.2544,135.2361,133.3655
2010-6-17,2742.733,4145.243,2389.9202,135.2849,133.382
2010-6-18,2696.166,3972.286,2334.8423,135.017,132.9533
2010-6-21,2780.663,4087.017,2405.1104,135.0315,132.9744
2010-6-22,2783.72,4119.722,2412.365,135.0702,133.0391
2010-6-23,2758.495,4094.568,2396.4272,135.047,132.9959
2010-6-24,2757.498,4095.295,2398.7239,135.0607,133.0251
2010-6-25,2736.287,4028.433,2379.6174,135.0763,133.0734
2010-6-28,2716.777,3961.382,2358.3433,135.2144,133.2747
2010-6-29,2592.019,3736.982,2251.0808,135.2984,133.4083
2010-6-30,2563.07,3664.464,2221.4492,135.3629,133.5135
2010-7-1,2526.071,3606.593,2196.7825,135.4156,133.5769
2010-7-2,2534.105,3585.576,2199.1772,135.4509,133.6031
2010-7-5,2512.651,3563.882,2184.6946,135.5092,133.6491
2010-7-6,2562.902,3665.334,2233.575,135.681,133.9055
2010-7-7,2580.477,3718.662,2250.4587,135.7481,133.9727
2010-7-8,2575.921,3698.342,2246.5378,135.7714,133.9769
